scientific_name,inat_common_name,ref_common_name,comment
Oreocharis acaulis,小花后蕊苣苔,小花后蕊苣苔,Matched
Camellia taliensis,大理茶,大理茶,Matched
Aristolochia austrochinensis,华南马兜铃,华南马兜铃,Matched
Fissistigma uonicum,香港瓜馥木,香港瓜馥木,Matched
Magnolia longipedunculata,长梗木兰,,Species not included in reference
Breynia rostrata,,喙果黑面神,Missed common name on iNat
Alangium kurzii,毛八角枫,毛八角枫,Matched
Casearia glomerata,球花脚骨脆,球花脚骨脆,Matched
Ophiopogon stenophyllus,狭叶沿阶草,狭叶沿阶草,Matched
Alpinia jianganfeng,四川山姜,箭秆风,Inconsistent common name
Sciaphila secundiflora,,大柱霉草,Missed common name on iNat
Dunbaria punctata,,圆叶野扁豆,Missed common name on iNat
Lonicera rhytidophylla,,,Missed common name on iNat
Vandellia montana,红骨母草,,Species not included in reference
Senegalia merrillii,,,Missed common name on iNat
Embelia rudis,,,Missed common name on iNat
Vandellia setulosa,刺毛母草,,Species not included in reference
Hypericum attenuatum,赶山鞭,赶山鞭,Matched
Robiquetia succisa,寄树兰,寄树兰,Matched
Wikstroemia pachyrachis,,粗轴荛花,Missed common name on iNat
Viburnum erosum,宜昌荚蒾,宜昌荚蒾,Matched
Gnaphalium polycaulon,多茎鼠曲草,多茎湿鼠曲草,Inconsistent common name
Polytrichum formosum,台湾拟金发藓,,Species not included in reference
Illicium lanceolatum,红毒茴,红毒茴,Matched
Polygonum arenastrum,伏地蓼,伏地萹蓄,Inconsistent common name
Silene fortunei,鹤草,鹤草,Matched
Sarcosperma pedunculatum,,,Missed common name on iNat
Pternopetalum,假鱼骨木属,囊瓣芹属,Inconsistent common name
Sinosenecio jiuhuashanicus,九华蒲儿根,九华蒲儿根,Matched
Thalictrum umbricola,阴地唐松草,阴地唐松草,Matched
Polygala tatarinowii,,小扁豆,Missed common name on iNat
Begonia algaia,美丽秋海棠,美丽秋海棠,Matched
Stimpsonia chamaedryoides,假婆婆纳,假婆婆纳,Matched
Asplenium yoshinagae,棕鳞铁角蕨,棕鳞铁角蕨,Matched
Philonotis thwaitesii,细叶泽藓,细叶泽藓,Matched
Polytrichum commune,大金发藓,金发藓,Inconsistent common name
Phrynium pubinerve,柊叶,,Species not included in reference
Primulina subulata yangchunensis,,,Missed common name on iNat
Spodiopogon cotulifer,油芒,油芒,Matched
Boehmeria nivea tenacissima,,,Missed common name on iNat
Cyperus difformis,异型莎草,异型莎草,Matched
Leptochloa chinensis,千金子,千金子,Matched
Glochidion wilsonii,湖北算盘子,湖北算盘子,Matched
Hylotelephium mingjinianum,紫花八宝,紫花八宝,Matched
Dovyalis hebecarpa,锡兰莓,锡兰莓,Matched
Liatris spicata,蛇鞭菊,,Species not included in reference
Indigofera pseudotinctoria,马棘,,Species not included in reference
Rorippa cantoniensis,广州蔊菜,广州蔊菜,Matched
Litsea mollis,清香木姜子,毛叶木姜子,Inconsistent common name
Syzygium zeylanicum,锡兰蒲桃,锡兰蒲桃,Matched
Eragrostis minor,小画眉草,小画眉草,Matched
Eriocaulon sexangulare,华南谷精草,华南谷精草,Matched
Crepidomanes shenzhenense,深圳假脉蕨,深圳假脉蕨,Matched
Cyperus acuminatus,莎草,,Species not included in reference
Abelmoschus sagittifolius,箭叶秋葵,箭叶秋葵,Matched
Bonnaya,泥花草属,,Species not included in reference
Galium uliginosum,沼猪殃殃,沼猪殃殃,Matched
Albuca humilis,,,Missed common name on iNat
Rhododendron rivulare,溪畔杜鹃,溪畔杜鹃,Matched
Grimmia pulvinata,垫丛紫萼藓,垫丛紫萼藓,Matched
Spatholobus,,密花豆属,Missed common name on iNat
Saprosma ternatum,染木树,,Species not included in reference
Myristica yunnanensis,云南肉豆蔻,云南肉豆蔻,Matched
Ehretia acuminata,厚壳树,厚壳树,Matched
Lilium henryi,湖北百合,湖北百合,Matched
Primula epilosa,,二郎山报春,Missed common name on iNat
Dichocarpum auriculatum,,耳状人字果,Missed common name on iNat
Ypsilandra thibetica,,丫蕊花,Missed common name on iNat
Eutrema yunnanense,山俞菜,山萮菜,Inconsistent common name
Eurya oblonga,,矩圆叶柃,Missed common name on iNat
Primula veitchiana,,川西繸瓣报春,Missed common name on iNat
Primula oreodoxa,,迎阳报春,Missed common name on iNat
Primula moupinensis,,宝兴报春,Missed common name on iNat
Asarum pulchellum,长毛细辛,长毛细辛,Matched
Corydalis temulifolia,,大叶紫堇,Missed common name on iNat
Primula davidii,,大叶宝兴报春,Missed common name on iNat
Sanicula coerulescens,,,Missed common name on iNat
Mercurialis leiocarpa,,山靛,Missed common name on iNat
Rhododendron hunnewellianum,,岷江杜鹃,Missed common name on iNat
Primula mianyangensis,,绵阳报春,Missed common name on iNat
Mycetia,腺萼木属,腺萼木属,Matched
Buxus microphylla,日本黄杨,,Species not included in reference
Symplocos cochinchinensis,黄牛奶树,越南山矾,Inconsistent common name
Iodes,微花藤属,微花藤属,Matched
Circaea alpina,高山露珠草,高山露珠草,Matched
Weigela floribunda,路边花,,Species not included in reference
Silene fulgens,剪秋罗,剪秋罗,Matched
Hesperis,香花芥,香花芥属,Inconsistent common name
Actaea dahurica,兴安升麻,兴安升麻,Matched
Anticlea sibirica,棋盘花,棋盘花,Matched
Aconitum leucostomum hopeiense,河北白喉乌头,,Species not included in reference
Saussurea parviflora,小花风毛菊,小花风毛菊,Matched
Draba mongolica,蒙古葶苈,蒙古葶苈,Matched
Bupleurum sibiricum jeholense,雾灵柴胡,,Species not included in reference
Filipendula palmata,蚊子草,蚊子草,Matched
Picea wilsonii,华北云杉,青杄,Inconsistent common name
Pseuduvaria trimera,金钩花,金钩花,Matched
Calliandra tergemina emarginata,红粉扑花,,Species not included in reference
Phyllanthus arenarius,沙地叶下珠,沙地叶下珠,Matched
Bidens pilosa,鬼针草,鬼针草,Matched
Oldenlandia matthewii,疏花耳草,,Species not included in reference
Ventilago,翼核果属,翼核果属,Matched
Litsea dilleniifolia,,五桠果叶木姜子,Missed common name on iNat
Sloanea,猴欢喜属,猴欢喜属,Matched
Diploclisia glaucescens,苍白秤钩风,苍白秤钩风,Matched
Viscum ovalifolium,瘤果槲寄生,瘤果槲寄生,Matched
Phanera macrostachya,圆叶羊蹄甲,圆叶火索藤,Inconsistent common name
Poikilospermum suaveolens,锥头麻,锥头麻,Matched
Pseuderanthemum latifolium,山壳骨,山壳骨,Matched
Heterosmilax japonica,肖菝葜,,Species not included in reference
Syzygium malaccense,马六甲蒲桃,马六甲蒲桃,Matched
Tortula,墙藓属,墙藓属,Matched
Artemisia giraldii,,华北米蒿,Missed common name on iNat
Rosa moyesii,华西蔷薇,华西蔷薇,Matched
Corethrodendron scoparium,,细枝羊柴,Missed common name on iNat
Phedimus kamtschaticus,堪察加费菜,堪察加费菜,Matched
Caryopteris mongholica,蒙古莸,蒙古莸,Matched
Euonymus phellomanus,栓翅卫矛,栓翅卫矛,Matched
Cotoneaster multiflorus,水栒子,水栒子,Matched
Malus prunifolia,楸子,楸子,Matched
Limonium bicolor,二色补血草,二色补血草,Matched
Ephedra sinica,麻黄,草麻黄,Inconsistent common name
Fontanesia phillyreoides,雪柳,,Species not included in reference
Atraphaxis bracteata,,沙木蓼,Missed common name on iNat
Dasiphora parvifolia,小叶金露梅,小叶金露梅,Matched
Sonchus arvensis uliginosus,短裂苦苣菜,,Species not included in reference
Ribes diacanthum,双刺茶藨子,双刺茶藨子,Matched
Cornus alba,红瑞木,红瑞木,Matched
Crataegus maximowiczii,毛山楂,毛山楂,Matched
Sonchus transcaspicus,,,Missed common name on iNat
Scutellaria chungtienensis,中甸黄芩,中甸黄芩,Matched
Pedicularis dichotoma,二歧马先蒿,二歧马先蒿,Matched
Synotis atractylidifolia,,术叶合耳菊,Missed common name on iNat
Peganum nigellastrum,骆驼嵩,骆驼蒿,Inconsistent common name
Cenchrus flaccidus,白草,,Species not included in reference
Asterothamnus centrali-asiaticus,中亚紫菀木,,Species not included in reference
Gypsophila licentiana,细叶石头花,细叶石头花,Matched
Artemisia frigida,冷蒿,冷蒿,Matched
Adenophora ningxianica,宁夏沙参,宁夏沙参,Matched
Hippolytia alashanensis,,,Missed common name on iNat
Crepidiastrum akagii,叉枝假还阳参,叉枝假还阳参,Matched
Echinops przewalskii,,,Missed common name on iNat
Cirsium leo,,魁蓟,Missed common name on iNat
Astragalus polycladus,多枝黄(芪)耆,多枝黄芪,Inconsistent common name
Astragalus discolor,,灰叶黄芪,Missed common name on iNat
Nepeta sibirica,大花荆芥,大花荆芥,Matched
Brachypodium sylvaticum,,短柄草,Missed common name on iNat
Cnidium salinum,碱蛇床,碱蛇床,Matched
Androsace septentrionalis,北点地梅,北点地梅,Matched
Potentilla multifida,多裂委陵菜,多裂委陵菜,Matched
Dracocephalum heterophyllum,异叶青兰,白花枝子花,Inconsistent common name
Lonicera microphylla,小叶忍冬,小叶忍冬,Matched
Allium flavovirens,,阿拉善韭,Missed common name on iNat
Gentiana dahurica,达乌里秦艽,达乌里秦艽,Matched
Chamaerhodos erecta,地蔷薇,地蔷薇,Matched
Allium przewalskianum,青甘韭,青甘韭,Matched
Artemisia mongolica,蒙古蒿,蒙古蒿,Matched
Bupleurum smithii,黑柴胡,黑柴胡,Matched
Delphinium mollipilum,,软毛翠雀花,Missed common name on iNat
Artemisia chamaemelifolia,,,Missed common name on iNat
Thalictrum minus,亚欧唐松草,亚欧唐松草,Matched
Populus davidiana,山杨,山杨,Matched
Berberis dubia,置疑小檗,置疑小檗,Matched
Silene ningxiaensis,宁夏蝇子草,宁夏蝇子草,Matched
Hedysarum polybotrys,多序岩黄耆(芪),多序岩黄芪,Inconsistent common name
Delphinium albocoeruleum,白蓝翠雀花,白蓝翠雀花,Matched
Comastoma polycladum,皱边喉毛花,皱边喉毛花,Matched
Pedicularis alaschanica,阿拉善马先蒿,阿拉善马先蒿,Matched
Eremogone capillaris,毛叶老牛筋,毛叶老牛筋,Matched
Euphrasia pectinata,小米草,小米草,Matched
Saussurea alaschanica,,阿拉善风毛菊,Missed common name on iNat
Borodinia macrophylla,,,Missed common name on iNat
Phyllolobium chinense,蔓黄芪,蔓黄芪,Matched
Dimocarpus,龙眼属,龙眼属,Matched
Hosta clausa,东北玉簪,,Species not included in reference
Leptodermis ordosica,,内蒙野丁香,Missed common name on iNat
Ptilotrichum canescens,灰毛庭荠,,Species not included in reference
Braya humilis,蚓果芥,蚓果芥,Matched
Ajania khartensis,铺散亚菊,铺散亚菊,Matched
Saussurea jurineioides,,,Missed common name on iNat
Haplophyllum tragacanthoides,,针枝芸香,Missed common name on iNat
Viola phalacrocarpa,茜堇菜,茜堇菜,Matched
Bonnaya sanpabloensis,圣巴勃罗泥花草,,Species not included in reference
Lasiococca comberi,印度轮叶戟,印度轮叶戟,Matched
Ajuga macrosperma,大籽筋骨草,大籽筋骨草,Matched
Crassocephalum rubens,蓝花野茼蒿,蓝花野茼蒿,Matched
Macrostelia,,,Missed common name on iNat
Deutzianthus tonkinensis,东京桐,东京桐,Matched
Pseudosorghum fasciculare,假高粱,假高粱,Matched
Diospyros armata,瓶兰花,瓶兰花,Matched
Poikilospermum,锥头麻属,锥头麻属,Matched
Strobilanthes quadrifaria,四列马蓝,四列马蓝,Matched
Ceiba insignis,白花丝木棉,,Species not included in reference
Euphorbia indica,南亚大戟,,Species not included in reference
Artemisia princeps,魁蒿,魁蒿,Matched
Heteropterys glabra,狭叶异翅藤,,Species not included in reference
Hylodesmum laxum,疏花长柄山蚂蝗,疏花长柄山蚂蟥,Inconsistent common name
Hylodesmum laxum,疏花长柄山蚂蝗,疏花长柄山蚂蟥,Inconsistent common name
Cissus pteroclada,翼茎白粉藤,翼茎白粉藤,Matched
Pontederia elata,高葶雨久花,,Species not included in reference
Hydrocotyle podantha,,,Missed common name on iNat
Corchorus olitorius,,长蒴黄麻,Missed common name on iNat
Allium senescens,山韭,山韭,Matched
Sideroxylon,铁榄属,,Species not included in reference
Smilax lanceifolia,马甲菝葜,马甲菝葜,Matched
Stenocarpus sinuatus,火轮木,,Species not included in reference
Aristolochia hainanensis,海南马兜铃,,Species not included in reference
Sida subcordata,,榛叶黄花棯,Missed common name on iNat
Crossandra nilotica,,,Missed common name on iNat
Congea chinensis,华绒苞藤,华绒苞藤,Matched
Bombax insigne,长果木棉,长果木棉,Matched
Curcuma alismatifolia,暹逻郁金,,Species not included in reference
Primulina subrhomboidea,,菱叶报春苣苔,Missed common name on iNat
Primulina swinglei,钟冠报春苣苔,钟冠报春苣苔,Matched
Primulina longgangensis,,弄岗报春苣苔,Missed common name on iNat
Primulina hochiensis,,河池报春苣苔,Missed common name on iNat
Petrocosmea sinensis,中华石蝴蝶,中华石蝴蝶,Matched
Hemiboea gamosepala,,合萼半蒴苣苔,Missed common name on iNat
Aeschynanthus radicans,毛萼口红花,,Species not included in reference
Phaius mishmensis,紫花鹤顶兰,紫花鹤顶兰,Matched
Primulina flavimaculata,黄斑报春苣苔,黄斑报春苣苔,Matched
Euodia hortensis,,,Missed common name on iNat
Bulbine cremnophila,葱芦荟,,Species not included in reference
Hydrocotyle ramiflora,长梗天胡荽,长梗天胡荽,Matched
Aloe chabaudii,茶番仙人芦荟,,Species not included in reference
Euphorbia alluaudii oncoclada,膨珊瑚,,Species not included in reference
Ischaemum aristatum glaucum,鸭嘴草,,Species not included in reference
Chamaedorea seifrizii,竹节椰子,,Species not included in reference
Aerides falcata,指甲兰,指甲兰,Matched
Kohleria amabilis bogotensis,银纹桐,,Species not included in reference
Polyscias scutellaria,圆叶福禄桐,圆叶南洋参,Inconsistent common name
Paphiopedilum glaucophyllum,灰叶兜兰,,Species not included in reference
Epidendrum xanthinum,黄花树兰,,Species not included in reference
Begonia solimutata,巴西变色秋海棠,,Species not included in reference
Yamazakia viscosa,粘毛母草,,Species not included in reference
Picria fel-terrae,苦玄参,,Species not included in reference
Paragymnopteris bipinnata,川西金毛裸蕨,,Species not included in reference
Parasenecio hastatus,山尖子,山尖子,Matched
Sohmaea zonata,单叶拿身草,单叶拿身草,Matched
Mucuna gigantea,巨黧豆,巨油麻藤,Inconsistent common name
Licuala grandis,圆叶刺轴榈,,Species not included in reference
Latania loddigesii,蓝脉葵,,Species not included in reference
Hyphaene compressa,叉茎棕,,Species not included in reference
Copernicia prunifera,巴西蜡棕,,Species not included in reference
Borassus aethiopum,糖椰,,Species not included in reference
Allagoptera arenaria,香花棕,,Species not included in reference
Ravenea rivularis,国王椰子,,Species not included in reference
Salacca wallichiana,瓦理蛇皮果,,Species not included in reference
Calamus tetradactylus,白藤,白藤,Matched
Clitoria fairchildiana,巴西木蝶豆,,Species not included in reference
Parkia,球花豆属,球花豆属,Matched
Inga edulis,印加豆,,Species not included in reference
Phanera yunnanensis,云南火索藤,云南火索藤,Matched
Bombycidendron,乔槿属,,Species not included in reference
Gomphandra tetrandra,粗丝木,粗丝木,Matched
Dipterocarpus retusus,东京龙脑香,东京龙脑香,Matched
Gossypium arboreum,树棉,树棉,Matched
Voacanga africana,非洲马铃果,非洲马铃果,Matched
Hopea,坡垒属,坡垒属,Matched
Neocinnamomum caudatum,滇新樟,滇新樟,Matched
Evolvulus nummularius,云南土丁桂,短梗土丁桂,Inconsistent common name
Dipterocarpus intricatus,缠结龙脑香,,Species not included in reference
Dipterocarpus obtusifolius,钝叶龙脑香,,Species not included in reference
Kydia glabrescens,光叶翅果麻,光叶翅果麻,Matched
Kleinhovia hospita,鹧鸪麻,鹧鸪麻,Matched
Colona,一担柴属,一担柴属,Matched
Cola nitida,光亮可乐果,,Species not included in reference
Boehmeria penduliflora,长叶苎麻,长叶苎麻,Matched
Acalypha siamensis,菱叶铁苋菜,,Species not included in reference
Garcia nutans,嘎西木,,Species not included in reference
Hura crepitans,响盒子,响盒子,Matched
Erycibe subspicata,锥序丁公藤,锥序丁公藤,Matched
Sinojackia microcarpa,细果秤锤树,细果秤锤树,Matched
Buddleja colvilei,,大花醉鱼草,Missed common name on iNat
Dianthus gratianopolitanus,蓝灰石竹,,Species not included in reference
Rhododendron rubiginosum,,红棕杜鹃,Missed common name on iNat
Leucodon andrewsianus,,,Missed common name on iNat
Eutrema scapiflorum,,单花荠,Missed common name on iNat
Microlepia platyphylla,阔叶鳞盖蕨,阔叶鳞盖蕨,Matched
Firmiana colorata,火桐,火桐,Matched
Malus purpurea,紫海棠,,Species not included in reference
Hippophae sinensis,中国沙棘,,Species not included in reference
Pseudolarix,金钱松属,金钱松属,Matched
Aeschynanthus acuminatus,芒毛苣苔,芒毛苣苔,Matched
Odontosoria biflora,阔片乌蕨,阔片乌蕨,Matched
Euphorbia leucocephala,白雪木,,Species not included in reference
Dipterocarpus tuberculatus,小瘤龙脑香,,Species not included in reference
Hydnocarpus castaneus,,,Missed common name on iNat
Parkia javanica,爪哇球花豆,,Species not included in reference
Piper longum,荜拨,荜拔,Inconsistent common name
Primula amethystina,紫晶报春,紫晶报春,Matched
Geranium robertianum,汉荭鱼腥草,汉荭鱼腥草,Matched
Acacia mearnsii,黑荆,黑荆,Matched
Cnestis palala,螫毛果,螫毛果,Matched
Gonocaryum calleryanum,台湾琼榄,台湾琼榄,Matched
Gonocaryum lobbianum,琼榄,琼榄,Matched
Epiprinus,风轮桐属,苞轮桐属,Inconsistent common name
Euonymus cochinchinensis,交趾卫矛,,Species not included in reference
Averrhoa bilimbi,三敛,三敛,Matched
Parmentiera cereifera,蜡烛树,蜡烛树,Matched
Citharexylum spinosum,垂花琴木,,Species not included in reference
Allophylus,异木患属,异木患属,Matched
Diospyros strigosa,毛柿,毛柿,Matched
Anaxagorea javanica,爪畦木,,Species not included in reference
Eugenia stipitata,具柄番樱桃,,Species not included in reference
Styrax agrestis,喙果安息香,喙果安息香,Matched
Breynia macrantha,长梗守宫木,,Species not included in reference
Dasymaschalon filipes,丝柄皂帽花,,Species not included in reference
Antidesma venosum,小叶五月茶,,Species not included in reference
Aegle marmelos,木橘,木橘,Matched
Flacourtia inermis,罗比梅,,Species not included in reference
Bignonia magnifica,紫光藤,,Species not included in reference
Aeschynanthus stenosepalus,尾叶芒毛苣苔,尾叶芒毛苣苔,Matched
Loeseneriella,翅子藤属,翅子藤属,Matched
Pristimera,扁蒴藤属,,Species not included in reference
Salacia cochinchinensis,柳叶五层龙,柳叶五层龙,Matched
Nyctocalos brunfelsiiflorum,照夜白,,Species not included in reference
Cestrum diurnum,日香木,,Species not included in reference
Gmelina philippensis,菲律宾石梓,,Species not included in reference
Smilax ocreata,抱茎菝葜,抱茎菝葜,Matched
Sanchezia oblonga,金脉爵床,,Species not included in reference
Solanum donianum,茄树,,Species not included in reference
Argyreia osyrensis,聚花白鹤藤,聚花白鹤藤,Matched
Indigofera hendecaphylla,穗序木蓝,穗序木蓝,Matched
Tetrastigma erubescens,红枝崖爬藤,红枝崖爬藤,Matched
Solanum seaforthianum,,南青杞,Missed common name on iNat
Jasminum yuanjiangense,元江素馨,元江素馨,Matched
Calliandra surinamensis,苏里南朱缨花,苏里南朱缨花,Matched
Mandevilla sanderi,飘香藤,,Species not included in reference
Phanera,火索藤属,火索藤属,Matched
Ricinus,蓖麻属,蓖麻属,Matched
Lysiphyllum strychnifolium,马钱叶蝶叶豆,,Species not included in reference
Phanera bidentata,重齿火索藤,,Species not included in reference
Guilandina minax,喙荚云实,喙荚鹰叶刺,Inconsistent common name
Brasiliopuntia brasiliensis,叶团扇,,Species not included in reference
Dillenia suffruticosa,黄花第伦桃,,Species not included in reference
Ixora finlaysoniana,薄叶龙船花,薄叶龙船花,Matched
Gustavia superba,莲玉蕊,,Species not included in reference
Persicaria glabra,红辣蓼,光蓼,Inconsistent common name
Solandra longiflora,长筒金杯藤,,Species not included in reference
Huangtcia renifolia,肾叶山蚂蝗,肾叶山蚂蟥,Inconsistent common name
Rotheca serrata,三对节,三对节,Matched
Myristica fragrans,,肉豆蔻,Missed common name on iNat
Rauvolfia sumatrana,苏门答腊萝芙木,苏门答腊萝芙木,Matched
Dipterocarpus turbinatus,羯布罗香,羯布罗香,Matched
Pentadesma butyracea,猪油果,,Species not included in reference
Sapindus rarak,毛瓣无患子,毛瓣无患子,Matched
Buddleja officinalis,密蒙花,密蒙花,Matched
Tetrameles,四数木属,四数木属,Matched
Myrsine africana,,铁仔,Missed common name on iNat
Cryptochilus roseus,,玫瑰宿苞兰,Missed common name on iNat
Bambusa polymorpha,灰竿竹,灰竿竹,Matched
Premna,豆腐柴属,豆腐柴属,Matched
Azolla pinnata,满江红,羽叶满江红,Inconsistent common name
Diplodiscus,独子椴属,独子椴属,Matched
Dalechampia bidentata,二齿黄蓉花,黄蓉花,Inconsistent common name
Passiflora biflora,双花西番莲,,Species not included in reference
Pouchetia baumanniana,大苞垂枝茜,,Species not included in reference
Biophytum sensitivum,感应草,感应草,Matched
Osmoxylon lineare,五爪木,,Species not included in reference
Petraeovitex,东芭藤属,,Species not included in reference
Cleome viridiflora,,,Missed common name on iNat
Fittonia albivenis,网纹草,,Species not included in reference
Chloranthus holostegius,石棉金粟兰,全缘金粟兰,Inconsistent common name
Vaccinium oxycoccos,红莓苔子,,Species not included in reference
Handroanthus heptaphyllus,,,Missed common name on iNat
Chenopodiastrum murale,麻叶藜,,Species not included in reference
Primula farinosa,粉报春,粉报春,Matched
Coryphopteris angulariloba,钝角金星蕨,钝角栗金星蕨,Inconsistent common name
Eucalyptus cinerea,银叶桉,,Species not included in reference
Rubus ellipticus,椭圆悬钩子,,Species not included in reference
Chrysopogon zizanioides,,香根草,Missed common name on iNat
Homonoia riparia,水柳,水柳,Matched
Burmannia disticha,水玉簪,水玉簪,Matched
Tithonia tubaeformis,全缘千里光,,Species not included in reference
Veronica petraea,,,Missed common name on iNat
Euphorbia graminea,禾叶大戟,禾叶大戟,Matched
Begonia microsperma,,,Missed common name on iNat
Mickelopteris cordata,泽泻蕨,泽泻蕨,Matched
Galium triflorum,三花拉拉藤,三花拉拉藤,Matched
Sphagnum palustre,泥炭蘚,泥炭藓,Inconsistent common name
Eucalyptus camaldulensis,赤桉,赤桉,Matched
Ulva,石莼属,,Species not included in reference
Parnassia petitmenginii,贵阳梅花草,贵阳梅花草,Matched
Solanum laxum,,素馨叶白英,Missed common name on iNat
Heliconia bihai,比海蝎尾蕉,,Species not included in reference
Pityranthe trichosperma,海南椴,,Species not included in reference
Neolamarckia macrophylla,大叶团花,,Species not included in reference
Sanchezia nobilis,黄脉爵床,,Species not included in reference
Lanonia dasyantha,穗花帽棕,,Species not included in reference
Ctenitis,肋毛蕨属,肋毛蕨属,Matched
Isoetes sinensis,中华水韭,中华水韭,Matched
Archidendron,猴耳环属,猴耳环属,Matched
Calocedrus,肖楠属,翠柏属,Inconsistent common name
Hydrangea tomentella,星毛冠盖藤,,Species not included in reference
Ormosia xylocarpa,木荚红豆,木荚红豆,Matched
Sequoia sempervirens,北美红杉,北美红杉,Matched
Centaurea cineraria,,,Missed common name on iNat
Stewartia sinensis,紫茎,紫茎,Matched
Spinulum annotinum,多穗石松,单穗石松,Inconsistent common name
Rungia,孩儿草属,孩儿草属,Matched
Solanum violaceum,,刺天茄,Missed common name on iNat
Stixis suaveolens,斑果藤,斑果藤,Matched
Colubrina asiatica,,蛇藤,Missed common name on iNat
Trichodesma calycosum,毛束草,毛束草,Matched
Ophiorrhiza wallichii,大果蛇根草,大果蛇根草,Matched
Viscum album,白果槲寄生,白果槲寄生,Matched
Hibiscus elatus,高红槿,高红槿,Matched
Carallia pectinifolia,旁杞树,旁杞木,Inconsistent common name
Pseudogynoxys chenopodioides,蔓黄金菊,,Species not included in reference
Liparis stricklandiana,扇唇羊耳蒜,扇唇羊耳蒜,Matched
Cryosophila warscewiczii,,,Missed common name on iNat
Mucuna hainanensis,海南黧豆,琼油麻藤,Inconsistent common name
Ruscus hypoglossum,叶上花,,Species not included in reference
Pinalia stricta,鹅白苹兰,鹅白苹兰,Matched
Conophytum bilobum,少将,,Species not included in reference
Kalanchoe beharensis,仙女之舞,,Species not included in reference
Yucca rostrata,细叶丝兰,,Species not included in reference
Kalanchoe fedtschenkoi,玉吊钟,,Species not included in reference
Kalanchoe × houghtonii,箭叶落地生根,,Species not included in reference
Sansevieria gracilis,棒叶虎尾兰,,Species not included in reference
Euphorbia royleana,霸王鞭,霸王鞭,Matched
Aloe marlothii,鬼切芦荟,,Species not included in reference
Aloe striata,,,Missed common name on iNat
Barringtonia reticulata,锐棱玉蕊,,Species not included in reference
Rhynchostylis gigantea,海南钻喙兰,海南钻喙兰,Matched
Dracaena angustifolia,长花龙血树　,长花龙血树,Inconsistent common name
Attalea butyracea,,,Missed common name on iNat
Dryopteris dehuaensis,德化鳞毛蕨,德化鳞毛蕨,Matched
Ficus abelii,石榕树,石榕树,Matched
Viscum coloratum,槲寄生,槲寄生,Matched
Knema tenuinervia,红光树,红光树,Matched
Indocalamus longiauritus,箬叶竹,箬叶竹,Matched
Pseudostellaria japonica,毛脉孩儿参,毛脉孩儿参,Matched
Pinus kesiya,思茅松,卡西亚松,Inconsistent common name
Smilax aspera,穗菝葜,穗菝葜,Matched
Epidendrum radicans,红花树兰,,Species not included in reference
Paphiopedilum concolor,同色兜兰,同色兜兰,Matched
Paphiopedilum barbigerum,小叶兜兰,小叶兜兰,Matched
Paphiopedilum wenshanense,文山兜兰,文山兜兰,Matched
Malaxis monophyllos,沼兰,原沼兰,Inconsistent common name
Paphiopedilum dianthum,长瓣兜兰,长瓣兜兰,Matched
Bulbophyllum pteroglossum,曲萼石豆兰,曲萼石豆兰,Matched
Pelatantheria rivesii,钻柱兰,钻柱兰,Matched
Bulbophyllum lepidum,整洁卷瓣兰,南方卷瓣兰,Inconsistent common name
Oenanthe benghalensis,,短辐水芹,Missed common name on iNat
Dysolobium,镰瓣豆属,镰瓣豆属,Matched
Clerodendrum glandulosum,腺茉莉,,Species not included in reference
Triumfetta pilosa,长勾刺蒴麻,长勾刺蒴麻,Matched
Rhopalephora scaberrima,钩毛子草,钩毛子草,Matched
Lygodium yunnanense,云南海金沙,云南海金沙,Matched
Bouffordia dichotoma,二歧山蚂蟥,二歧山蚂蟥,Matched
Acmella calva,美形金钮扣,美形金纽扣,Inconsistent common name
Amphicarpaea ferruginea,锈毛两型豆,锈毛两型豆,Matched
Bulbophyllum andersonii,梳帽卷瓣兰,梳帽卷瓣兰,Matched
Paraboea paramartinii,思茅蛛毛苣苔,思茅蛛毛苣苔,Matched
Psychotria prainii,驳骨九节,驳骨九节,Matched
Balanophora fungosa indica,印度蛇菰,,Species not included in reference
Heterostemma lobulatum,裂冠醉魂藤,裂冠醉魂藤,Matched
Bulbophyllum bifurcatoflorens,黄花大苞兰,,Species not included in reference
Gouania obtusifolia,毛咀签,,Species not included in reference
Belosynapsis ciliata,假紫万年青,假紫万年青,Matched
Dendrobium sinominutiflorum,勐海石斛,勐海石斛,Matched
Clematis buchananiana,膜叶毛木通,毛木通,Inconsistent common name
Lycianthes macrodon,大齿红丝线,大齿红丝线,Matched
Microchirita hamosa,钩序苣苔,钩序苣苔,Matched
Rhynchoglossum obliquum,尖舌苣苔,尖舌苣苔,Matched
Solanum insanum,,,Missed common name on iNat
Argyreia,银背藤属,银背藤属,Matched
Miliusa cuneata,楔叶野独活,楔叶野独活,Matched
Peperomia heyneana,蒙自草胡椒,蒙自草胡椒,Matched
Zehneria wallichii,,锤果马瓟儿,Missed common name on iNat
Cyanotis arachnoidea,露水草,蛛丝毛蓝耳草,Inconsistent common name
Epithema carnosum,,盾座苣苔,Missed common name on iNat
Mitreola petiolata,,度量草,Missed common name on iNat
Trichosanthes costata,金瓜,金瓜,Matched
Sohmaea laxiflora,大叶拿身草,拿身草,Inconsistent common name
Crotalaria kurzii,薄叶猪屎豆,薄叶猪屎豆,Matched
Ipomoea wangii,大萼山土瓜,大萼山土瓜,Matched
